ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,rodata_x,partida_id,rodata_y,clube,atleta,minuto,tipo_de_gol
6714,,02/10/2019,19:15,Atletico-MG,Vasco,4-2-3-1,4-4-2,R. Marques Santana,V. Luxemburgo da Silva,Vasco,Estádio Raimundo Sampaio,1,2,MG,RJ,21.0,6714.0,21.0,Vasco,Marcos Antônio Candido Ferreira Júnior,90+4,
6714,,02/10/2019,19:15,Atletico-MG,Vasco,4-2-3-1,4-4-2,R. Marques Santana,V. Luxemburgo da Silva,Vasco,Estádio Raimundo Sampaio,1,2,MG,RJ,21.0,6714.0,21.0,Vasco,Rossicley Pereira da Silva,67,Penalty
6715,,02/10/2019,19:16,Chapecoense,Corinthians,4-1-4-1,4-1-4-1,M. dos Santos Gonçalves,F. Carille,Corinthians,Arena Condá,0,1,SC,SP,21.0,6715.0,21.0,Corinthians,Danilo Avelar,63,
6726,,05/10/2019,17:00,Vasco,Santos,4-3-3,3-4-3,V. Luxemburgo da Silva,J. Sampaoli Moya,Santos,Estádio Vasco da Gama,0,1,RJ,SP,23.0,6726.0,23.0,Santos,Tailson Pinto Gonçalves,50,
6727,,05/10/2019,17:02,Sao Paulo,Fortaleza,4-1-4-1,4-2-3-1,F. Diniz Silva,R. Ceni,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,CE,23.0,6727.0,23.0,Sao Paulo,Igor Gomes,79,
6727,,05/10/2019,17:02,Sao Paulo,Fortaleza,4-1-4-1,4-2-3-1,F. Diniz Silva,R. Ceni,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,CE,23.0,6727.0,23.0,Fortaleza,Wellington Paulista,39,Penalty
6727,,05/10/2019,17:02,Sao Paulo,Fortaleza,4-1-4-1,4-2-3-1,F. Diniz Silva,R. Ceni,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,CE,23.0,6727.0,23.0,Sao Paulo,Pablo Felipe Teixeira,14,
6728,,05/10/2019,19:00,Gremio,Corinthians,4-2-3-1,4-4-1-1,Renato Gaúcho,F. Carille,-,Arena do Grêmio,0,0,RS,SP,23.0,,,,,,
6729,,05/10/2019,19:02,Bahia,Athletico-PR,4-3-3,4-2-3-1,R. Machado Marques,T. Retzalff Nunes,Athletico-PR,Itaipava Arena Fonte Nova,1,2,BA,PR,23.0,6729.0,23.0,Bahia,José Fernando Viana de Santana,76,
6729,,05/10/2019,19:02,Bahia,Athletico-PR,4-3-3,4-2-3-1,R. Machado Marques,T. Retzalff Nunes,Athletico-PR,Itaipava Arena Fonte Nova,1,2,BA,PR,23.0,6729.0,23.0,Athletico-PR,Marcelo Cirino da Silva,57,
6729,,05/10/2019,19:02,Bahia,Athletico-PR,4-3-3,4-2-3-1,R. Machado Marques,T. Retzalff Nunes,Athletico-PR,Itaipava Arena Fonte Nova,1,2,BA,PR,23.0,6729.0,23.0,Athletico-PR,Léo Cittadini,65,
6730,,05/10/2019,21:00,Cruzeiro,Internacional,4-2-3-1,4-3-3,A. da Silva Braga,O. Hellmann,-, Mineirão,1,1,MG,RS,23.0,6730.0,23.0,Internacional,Gustavo Nonato Santana,10,
6730,,05/10/2019,21:00,Cruzeiro,Internacional,4-2-3-1,4-3-3,A. da Silva Braga,O. Hellmann,-, Mineirão,1,1,MG,RS,23.0,6730.0,23.0,Cruzeiro,Fred,63,Penalty
6731,,06/10/2019,11:01,Chapecoense,Flamengo,4-1-4-1,4-2-3-1,M. dos Santos Gonçalves,J. Pinheiro de Jesus,Flamengo,Arena Condá,0,1,SC,RJ,23.0,6731.0,23.0,Flamengo,Bruno Henrique,35,
6733,,06/10/2019,16:00,Palmeiras,Atletico-MG,4-2-3-1,5-4-1,L. Venker de Menezes,R. Marques Santana,-,Allianz Parque,1,1,SP,MG,23.0,6733.0,23.0,Atletico-MG,Nathan Allan de Souza,45+3,
6733,,06/10/2019,16:00,Palmeiras,Atletico-MG,4-2-3-1,5-4-1,L. Venker de Menezes,R. Marques Santana,-,Allianz Parque,1,1,SP,MG,23.0,6733.0,23.0,Palmeiras,Eduardo Pereira Rodrigues,83,
6734,,06/10/2019,16:00,Botafogo-RJ,Fluminense,4-1-2-1-2,4-1-4-1,E. de Souza Barroca,M. de Oliveira,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ,23.0,6734.0,23.0,Fluminense,Yony González,35,
6732,,06/10/2019,16:01,Ceara,Goias,4-4-2,4-3-3,A. Batista,N. da Silveira Júnior,Goias,Arena Castelão,0,1,CE,GO,23.0,6732.0,23.0,Goias,Michael Richard Delgado de Oliveira,27,
6735,,06/10/2019,19:00,CSA,Avai,4-3-3,4-1-4-1,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC,23.0,6735.0,23.0,CSA,Jonatan Gómez,71,Penalty
6735,,06/10/2019,19:00,CSA,Avai,4-3-3,4-1-4-1,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC,23.0,6735.0,23.0,Avai,Jonathan,48,
6735,,06/10/2019,19:00,CSA,Avai,4-3-3,4-1-4-1,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC,23.0,6735.0,23.0,CSA,Ricardo Bueno,14,
6735,,06/10/2019,19:00,CSA,Avai,4-3-3,4-1-4-1,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC,23.0,6735.0,23.0,CSA,Apodi,90+5,
6737,,09/10/2019,19:15,Botafogo-RJ,Goias,4-3-1-2,4-3-3,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO,24.0,6737.0,24.0,Botafogo-RJ,Gabriel Costa França,32,
6737,,09/10/2019,19:15,Botafogo-RJ,Goias,4-3-1-2,4-3-3,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO,24.0,6737.0,24.0,Goias,Marcelo da Conceição Benevenuto Malaquias,77,Gol Contra
6737,,09/10/2019,19:15,Botafogo-RJ,Goias,4-3-1-2,4-3-3,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO,24.0,6737.0,24.0,Botafogo-RJ,João Paulo,65,
6737,,09/10/2019,19:15,Botafogo-RJ,Goias,4-3-1-2,4-3-3,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO,24.0,6737.0,24.0,Botafogo-RJ,Leonardo Valencia,81,
6736,,09/10/2019,19:16,CSA,Internacional,4-2-3-1,4-3-3,A. Fucks,O. Hellmann,CSA,Estádio Rei Pelé,1,0,AL,RS,24.0,6736.0,24.0,CSA,Jonatan Gómez,66,Penalty
6738,,09/10/2019,20:31,Fortaleza,Chapecoense,4-2-3-1,4-2-4-0,R. Ceni,M. dos Santos Gonçalves,Fortaleza,Arena Castelão,2,0,CE,SC,24.0,6738.0,24.0,Fortaleza,Wellington Paulista,81,
6738,,09/10/2019,20:31,Fortaleza,Chapecoense,4-2-3-1,4-2-4-0,R. Ceni,M. dos Santos Gonçalves,Fortaleza,Arena Castelão,2,0,CE,SC,24.0,6738.0,24.0,Fortaleza,Wellington Paulista,50,Penalty
6740,,09/10/2019,21:00,Gremio,Ceara,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Batista,Gremio,Estádio Francisco Stédile (Centenário),2,1,RS,CE,24.0,6740.0,24.0,Gremio,Pedro Geromel,35,
6740,,09/10/2019,21:00,Gremio,Ceara,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Batista,Gremio,Estádio Francisco Stédile (Centenário),2,1,RS,CE,24.0,6740.0,24.0,Ceara,Fabinho,44,
6740,,09/10/2019,21:00,Gremio,Ceara,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Batista,Gremio,Estádio Francisco Stédile (Centenário),2,1,RS,CE,24.0,6740.0,24.0,Gremio,Maicon,42,Penalty
6739,,09/10/2019,21:01,Bahia,Sao Paulo,4-1-4-1,4-2-3-1,R. Machado Marques,F. Diniz Silva,-,Itaipava Arena Fonte Nova,0,0,BA,SP,24.0,,,,,,
6741,,09/10/2019,21:30,Cruzeiro,Fluminense,4-4-2,4-1-4-1,A. da Silva Braga,M. de Oliveira,-, Mineirão,0,0,MG,RJ,24.0,,,,,,
6742,,09/10/2019,21:30,Santos,Palmeiras,4-3-3,4-2-3-1,J. Sampaoli Moya,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,2,0,SP,SP,24.0,6742.0,24.0,Santos,Mário Sérgio Santos Costa,17,
6742,,09/10/2019,21:30,Santos,Palmeiras,4-3-3,4-2-3-1,J. Sampaoli Moya,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,2,0,SP,SP,24.0,6742.0,24.0,Santos,Gustavo Henrique Vernes,14,
6743,,10/10/2019,15:24,Corinthians,Athletico-PR,4-2-3-1,4-3-3,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR,24.0,6743.0,24.0,Athletico-PR,Erick Luis Conrado Carvalho,32,
6743,,10/10/2019,15:24,Corinthians,Athletico-PR,4-2-3-1,4-3-3,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR,24.0,6743.0,24.0,Corinthians,Carlos Gilberto do Nascimento Silva,16,
6743,,10/10/2019,15:24,Corinthians,Athletico-PR,4-2-3-1,4-3-3,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR,24.0,6743.0,24.0,Corinthians,Mauro Boselli,45+3,
6743,,10/10/2019,15:24,Corinthians,Athletico-PR,4-2-3-1,4-3-3,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR,24.0,6743.0,24.0,Athletico-PR,Léo Cittadini,24,
6744,,10/10/2019,19:19,Avai,Vasco,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,V. Luxemburgo da Silva,-,  Ressacada,0,0,SC,RJ,24.0,,,,,,
6745,,10/10/2019,20:00,Flamengo,Atletico-MG,4-2-3-1,5-4-1,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG,24.0,6745.0,24.0,Atletico-MG,Nathan Allan de Souza,51,
6745,,10/10/2019,20:00,Flamengo,Atletico-MG,4-2-3-1,5-4-1,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG,24.0,6745.0,24.0,Flamengo,Willian Arão,37,
6745,,10/10/2019,20:00,Flamengo,Atletico-MG,4-2-3-1,5-4-1,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG,24.0,6745.0,24.0,Flamengo,Victor Vinícius Coelho Santos,61,
6745,,10/10/2019,20:00,Flamengo,Atletico-MG,4-2-3-1,5-4-1,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG,24.0,6745.0,24.0,Flamengo,Reinier,76,
6746,,12/10/2019,17:01,Goias,CSA,4-3-3,4-2-3-1,N. da Silveira Júnior,A. Fucks,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,AL,25.0,6746.0,25.0,Goias,Michael Richard Delgado de Oliveira,44,
6747,,12/10/2019,19:00,Fluminense,Bahia,4-1-4-1,4-3-3,M. de Oliveira,R. Machado Marques,Fluminense, Maracanã,2,0,RJ,BA,25.0,6747.0,25.0,Fluminense,Nenê,20,Penalty
6747,,12/10/2019,19:00,Fluminense,Bahia,4-1-4-1,4-3-3,M. de Oliveira,R. Machado Marques,Fluminense, Maracanã,2,0,RJ,BA,25.0,6747.0,25.0,Fluminense,Daniel Sampaio Simões,45,
6748,,12/10/2019,21:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-1-4-1,L. Venker de Menezes,B. Lazaroni,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,1,0,SP,RJ,25.0,6748.0,25.0,Palmeiras,Thiago dos Santos,15,
6750,,13/10/2019,13:22,Athletico-PR,Flamengo,4-1-4-1,4-2-3-1,T. Retzalff Nunes,J. Pinheiro de Jesus,Flamengo,Estádio Joaquim Américo Guimarães,0,2,PR,RJ,25.0,6750.0,25.0,Flamengo,Bruno Henrique,45,
6750,,13/10/2019,13:22,Athletico-PR,Flamengo,4-1-4-1,4-2-3-1,T. Retzalff Nunes,J. Pinheiro de Jesus,Flamengo,Estádio Joaquim Américo Guimarães,0,2,PR,RJ,25.0,6750.0,25.0,Flamengo,Bruno Henrique,90+1,
6749,,13/10/2019,16:00,Internacional,Santos,4-3-3,4-3-3,R. Colbachini,J. Sampaoli Moya,-,Estádio José Pinheiro Borda,0,0,RS,SP,25.0,,,,,,
6752,,13/10/2019,16:00,Vasco,Fortaleza,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,R. Ceni,Vasco,Estádio Vasco da Gama,1,0,RJ,CE,25.0,6752.0,25.0,Vasco,Yago Pikachu,68,Penalty
6751,,13/10/2019,16:01,Ceara,Avai,4-2-3-1,4-1-4-1,A. Batista,E. Spinassé Camillato,Ceara,Arena Castelão,1,0,CE,SC,25.0,6751.0,25.0,Ceara,Bérgson Gustavo Silveira da Silva,90,
6753,,13/10/2019,18:02,Sao Paulo,Corinthians,4-1-4-1,4-1-4-1,F. Diniz Silva,F. Carille,Sao Paulo, Morumbi,1,0,SP,SP,25.0,6753.0,25.0,Sao Paulo,Reinaldo Manoel da Silva,66,Penalty
6754,,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,25.0,6754.0,25.0,Gremio,Maicon,44,Penalty
6754,,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,25.0,6754.0,25.0,Gremio,Pepê,47,
6754,,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,25.0,6754.0,25.0,Gremio,Alisson Euler de Freitas Castro,90+4,
6754,,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,25.0,6754.0,25.0,Atletico-MG,Franco Di Santo,45+4,Penalty
6754,,13/10/2019,19:00,Atletico-MG,Gremio,4-2-3-1,4-2-3-1,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS,25.0,6754.0,25.0,Gremio,Rafael Galhardo,34,
6755,,13/10/2019,19:01,Chapecoense,Cruzeiro,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,A. da Silva Braga,-,Arena Condá,1,1,SC,MG,25.0,6755.0,25.0,Chapecoense,Camilo,90+5,
6755,,13/10/2019,19:01,Chapecoense,Cruzeiro,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,A. da Silva Braga,-,Arena Condá,1,1,SC,MG,25.0,6755.0,25.0,Cruzeiro,Dedé,4,
6756,,16/10/2019,19:16,CSA,Atletico-MG,4-2-3-1,4-1-4-1,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG,26.0,6756.0,26.0,CSA,Alecsandro,34,
6756,,16/10/2019,19:16,CSA,Atletico-MG,4-2-3-1,4-1-4-1,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG,26.0,6756.0,26.0,CSA,Jonatan Gómez,89,Penalty
6756,,16/10/2019,19:16,CSA,Atletico-MG,4-2-3-1,4-1-4-1,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG,26.0,6756.0,26.0,Atletico-MG,Réver,69,
6756,,16/10/2019,19:16,CSA,Atletico-MG,4-2-3-1,4-1-4-1,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG,26.0,6756.0,26.0,Atletico-MG,Luan Madson Gedeão de Paiva,85,
6757,,16/10/2019,19:16,Gremio,Bahia,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Machado Marques,Bahia,Arena do Grêmio,0,1,RS,BA,26.0,6757.0,26.0,Bahia,Arthur Caike do Nascimento Cruz,90+1,Penalty
6758,,16/10/2019,20:00,Fortaleza,Flamengo,4-4-2,4-4-2,C. A. P. F. Hembert,J. Pinheiro de Jesus,Flamengo,Arena Castelão,1,2,CE,RJ,26.0,6758.0,26.0,Flamengo,Gabriel Barbosa,83,Penalty
6758,,16/10/2019,20:00,Fortaleza,Flamengo,4-4-2,4-4-2,C. A. P. F. Hembert,J. Pinheiro de Jesus,Flamengo,Arena Castelão,1,2,CE,RJ,26.0,6758.0,26.0,Fortaleza,Bruno Ferreira Melo,61,Penalty
6758,,16/10/2019,20:00,Fortaleza,Flamengo,4-4-2,4-4-2,C. A. P. F. Hembert,J. Pinheiro de Jesus,Flamengo,Arena Castelão,1,2,CE,RJ,26.0,6758.0,26.0,Flamengo,Reinier,90,
6759,,16/10/2019,21:00,Cruzeiro,Sao Paulo,4-2-3-1,4-1-4-1,A. da Silva Braga,F. Diniz Silva,Cruzeiro, Mineirão,1,0,MG,SP,26.0,6759.0,26.0,Cruzeiro,Thiago Neves,58,
6760,,16/10/2019,21:00,Palmeiras,Chapecoense,4-2-3-1,4-2-3-1,L. Venker de Menezes,M. dos Santos Gonçalves,Palmeiras,Allianz Parque,1,0,SP,SC,26.0,6760.0,26.0,Palmeiras,Felipe Melo,90+9,
6762,,16/10/2019,21:30,Vasco,Botafogo-RJ,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,A. Valentim do Carmo Neto,Vasco,Estádio Vasco da Gama,2,1,RJ,RJ,26.0,6762.0,26.0,Vasco,Bruno Gomes,8,
6762,,16/10/2019,21:30,Vasco,Botafogo-RJ,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,A. Valentim do Carmo Neto,Vasco,Estádio Vasco da Gama,2,1,RJ,RJ,26.0,6762.0,26.0,Vasco,Ribamar,18,
6762,,16/10/2019,21:30,Vasco,Botafogo-RJ,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,A. Valentim do Carmo Neto,Vasco,Estádio Vasco da Gama,2,1,RJ,RJ,26.0,6762.0,26.0,Botafogo-RJ,Marcelo da Conceição Benevenuto Malaquias,22,
6761,,16/10/2019,21:31,Goias,Corinthians,4-2-3-1,4-1-4-1,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP,26.0,6761.0,26.0,Corinthians,Janderson,11,
6761,,16/10/2019,21:31,Goias,Corinthians,4-2-3-1,4-1-4-1,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP,26.0,6761.0,26.0,Corinthians,Gustavo,90+7,Penalty
6761,,16/10/2019,21:31,Goias,Corinthians,4-2-3-1,4-1-4-1,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP,26.0,6761.0,26.0,Goias,Michael Richard Delgado de Oliveira,37,
6761,,16/10/2019,21:31,Goias,Corinthians,4-2-3-1,4-1-4-1,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP,26.0,6761.0,26.0,Goias,Leandro Barcia Montero,71,
6765,,17/10/2019,11:11,Fluminense,Athletico-PR,4-1-4-1,4-4-2,M. de Oliveira,T. Retzalff Nunes,Athletico-PR, Maracanã,1,2,RJ,PR,26.0,6765.0,26.0,Fluminense,Frazan,4,
6765,,17/10/2019,11:11,Fluminense,Athletico-PR,4-1-4-1,4-4-2,M. de Oliveira,T. Retzalff Nunes,Athletico-PR, Maracanã,1,2,RJ,PR,26.0,6765.0,26.0,Athletico-PR,Madson,45+3,
6765,,17/10/2019,11:11,Fluminense,Athletico-PR,4-1-4-1,4-4-2,M. de Oliveira,T. Retzalff Nunes,Athletico-PR, Maracanã,1,2,RJ,PR,26.0,6765.0,26.0,Athletico-PR,Madson,71,
6764,,17/10/2019,19:15,Santos,Ceara,4-3-3,4-4-1-1,J. Sampaoli Moya,A. Batista,Santos,Estádio Urbano Caldeira,2,1,SP,CE,26.0,6764.0,26.0,Ceara,Lima,18,
6764,,17/10/2019,19:15,Santos,Ceara,4-3-3,4-4-1-1,J. Sampaoli Moya,A. Batista,Santos,Estádio Urbano Caldeira,2,1,SP,CE,26.0,6764.0,26.0,Santos,Eduardo Sasha,56,
6764,,17/10/2019,19:15,Santos,Ceara,4-3-3,4-4-1-1,J. Sampaoli Moya,A. Batista,Santos,Estádio Urbano Caldeira,2,1,SP,CE,26.0,6764.0,26.0,Santos,Gustavo Henrique Vernes,84,
6763,,17/10/2019,19:16,Avai,Internacional,4-3-3,4-3-3,E. Spinassé Camillato,R. Colbachini,Internacional,  Ressacada,0,2,SC,RS,26.0,6763.0,26.0,Internacional,Patrick,22,
6763,,17/10/2019,19:16,Avai,Internacional,4-3-3,4-3-3,E. Spinassé Camillato,R. Colbachini,Internacional,  Ressacada,0,2,SC,RS,26.0,6763.0,26.0,Internacional,Martín Sarrafiore,85,
6766,,19/10/2019,17:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,R. Ceni,Renato Gaúcho,Fortaleza,Arena Castelão,2,1,CE,RS,27.0,6766.0,27.0,Fortaleza,Wellington Paulista,35,
6766,,19/10/2019,17:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,R. Ceni,Renato Gaúcho,Fortaleza,Arena Castelão,2,1,CE,RS,27.0,6766.0,27.0,Fortaleza,Osvaldo Filho,41,
6766,,19/10/2019,17:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,R. Ceni,Renato Gaúcho,Fortaleza,Arena Castelão,2,1,CE,RS,27.0,6766.0,27.0,Gremio,Paulo Miranda,10,
6767,,19/10/2019,19:01,Corinthians,Cruzeiro,4-1-4-1,4-2-3-1,F. Carille,A. da Silva Braga,Cruzeiro,Neo Química Arena,1,2,SP,MG,27.0,6767.0,27.0,Cruzeiro,Éderson,71,
6767,,19/10/2019,19:01,Corinthians,Cruzeiro,4-1-4-1,4-2-3-1,F. Carille,A. da Silva Braga,Cruzeiro,Neo Química Arena,1,2,SP,MG,27.0,6767.0,27.0,Cruzeiro,Fred,38,Penalty
6767,,19/10/2019,19:01,Corinthians,Cruzeiro,4-1-4-1,4-2-3-1,F. Carille,A. da Silva Braga,Cruzeiro,Neo Química Arena,1,2,SP,MG,27.0,6767.0,27.0,Corinthians,Fagner,34,
6768,,20/10/2019,16:00,Internacional,Vasco,4-3-3,4-2-3-1,R. Colbachini,V. Luxemburgo da Silva,Vasco,Estádio José Pinheiro Borda,0,1,RS,RJ,27.0,6768.0,27.0,Vasco,Marrony,53,
6769,,20/10/2019,16:00,Sao Paulo,Avai,4-1-4-1,4-3-3,F. Diniz Silva,E. Spinassé Camillato,Sao Paulo, Morumbi,1,0,SP,SC,27.0,6769.0,27.0,Sao Paulo,Robert Arboleda,51,
6770,,20/10/2019,16:00,Atletico-MG,Santos,4-1-4-1,4-3-3,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,SP,27.0,6770.0,27.0,Atletico-MG,Leonardo Silva,22,
6770,,20/10/2019,16:00,Atletico-MG,Santos,4-1-4-1,4-3-3,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,SP,27.0,6770.0,27.0,Atletico-MG,Luan Madson Gedeão de Paiva,2,
6771,,20/10/2019,18:00,Flamengo,Fluminense,4-2-2-2,4-2-4-0,J. Pinheiro de Jesus,M. de Oliveira,Flamengo, Maracanã,2,0,RJ,RJ,27.0,6771.0,27.0,Flamengo,Bruno Henrique,4,
6771,,20/10/2019,18:00,Flamengo,Fluminense,4-2-2-2,4-2-4-0,J. Pinheiro de Jesus,M. de Oliveira,Flamengo, Maracanã,2,0,RJ,RJ,27.0,6771.0,27.0,Flamengo,Gerson Santos da Silva,66,
6772,,20/10/2019,19:00,Chapecoense,Goias,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO,27.0,6772.0,27.0,Goias,Rafael Diniz Alves e Silva,49,
6772,,20/10/2019,19:00,Chapecoense,Goias,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO,27.0,6772.0,27.0,Goias,Rafael Vaz,85,
6772,,20/10/2019,19:00,Chapecoense,Goias,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO,27.0,6772.0,27.0,Chapecoense,Henrique Almeida,30,Penalty
6772,,20/10/2019,19:00,Chapecoense,Goias,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO,27.0,6772.0,27.0,Chapecoense,Everaldo Stum,23,
6773,,20/10/2019,19:00,Athletico-PR,Palmeiras,4-2-3-1,4-2-3-1,T. Retzalff Nunes,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP,27.0,6773.0,27.0,Athletico-PR,Marcelo Cirino da Silva,7,
6773,,20/10/2019,19:00,Athletico-PR,Palmeiras,4-2-3-1,4-2-3-1,T. Retzalff Nunes,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP,27.0,6773.0,27.0,Palmeiras,Deyverson,41,
6774,,21/10/2019,19:31,Bahia,Ceara,4-1-4-1,4-3-1-2,R. Machado Marques,A. Batista,Ceara,Estádio de Pituaçu,1,2,BA,CE,27.0,6774.0,27.0,Bahia,Artur Victor Guimarães,76,
6774,,21/10/2019,19:31,Bahia,Ceara,4-1-4-1,4-3-1-2,R. Machado Marques,A. Batista,Ceara,Estádio de Pituaçu,1,2,BA,CE,27.0,6774.0,27.0,Ceara,Luiz Otávio,86,
6774,,21/10/2019,19:31,Bahia,Ceara,4-1-4-1,4-3-1-2,R. Machado Marques,A. Batista,Ceara,Estádio de Pituaçu,1,2,BA,CE,27.0,6774.0,27.0,Ceara,Luiz Otávio,90+4,
6775,,21/10/2019,20:00,Botafogo-RJ,CSA,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,A. Fucks,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,AL,27.0,6775.0,27.0,CSA,Ricardo Bueno,67,Penalty
6775,,21/10/2019,20:00,Botafogo-RJ,CSA,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,A. Fucks,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,AL,27.0,6775.0,27.0,Botafogo-RJ,Luciano Castán,16,Gol Contra
6775,,21/10/2019,20:00,Botafogo-RJ,CSA,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,A. Fucks,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,AL,27.0,6775.0,27.0,Botafogo-RJ,Igor Cássio,69,
6780,,26/10/2019,11:04,Cruzeiro,Fortaleza,4-2-3-1,4-4-1-1,A. da Silva Braga,R. Ceni,-, Mineirão,1,1,MG,CE,28.0,6780.0,28.0,Cruzeiro,Luis Manuel Orejuela,80,
6780,,26/10/2019,11:04,Cruzeiro,Fortaleza,4-2-3-1,4-4-1-1,A. da Silva Braga,R. Ceni,-, Mineirão,1,1,MG,CE,28.0,6780.0,28.0,Fortaleza,Wellington Paulista,83,
